TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
186801,"D25","625a7329-e7a0-44d1-bf9a-d81823a09475",4611,6529,"+","tet(W)","1-1920/1920","========/======","2/3",99.9,99.69,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D25","0eaa1826-8c85-45ac-915d-01b742348800",2432,3227,"-","APH(3')-IIIa","1-795/795","========/======","1/1",100,99.87,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D32","7a48b810-93af-43f9-8943-6275674ed5f2",2696,4619,"+","tet(32)","1-1920/1920","========/======","7/12",99.79,94.09,"card","EU722333.1:1932-3852","Tet(32) is a tetracycline resistance gene similar to Tet(O) and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein.","tetracycline","Clostridia"
186801,"D28","a9f0da65-7b20-4755-a5be-467381cbed99",6174,6666,"-","lnuC","1-495/495","========/======","2/2",99.6,98.18,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D27","5aba6294-fef9-4ed5-804f-a1a8a7388504",2,1799,"-","tet(32)","1-1802/1920","========/======","7/10",93.49,94.24,"card","EU722333.1:1932-3852","Tet(32) is a tetracycline resistance gene similar to Tet(O) and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein.","tetracycline","Clostridia"
186801,"D20","65fae7e7-74a5-432e-8b64-6a8a7e755b1f",8279,10200,"-","tet(W)","1-1920/1920","========/======","4/4",99.95,97.4,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D29","9c68d045-0b2e-465c-8b32-ac7ec99433b0",5020,5919,"-","APH(2'')-IIa","1-900/900","===============","0/0",100,99.67,"card","AF337947.1:271-1171","APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli.","aminoglycoside","Clostridia"
186801,"D31","e3e0f265-96c0-4e75-80a3-c7a712e72ab7",9851,11772,"-","tet(O)","1-1920/1920","========/======","2/2",100,99.22,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D28","6707f491-be8d-4955-bdb3-8958c5fe5b77",1572,3490,"+","tet(W)","1-1920/1920","========/======","5/5",99.84,99.58,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D28","659fd4fa-1a78-4e2d-9394-dac10aaa6e19",3092,5012,"+","tet(32)","1-1920/1920","========/======","5/9",99.79,94.49,"card","EU722333.1:1932-3852","Tet(32) is a tetracycline resistance gene similar to Tet(O) and binds to the ribosome to confer tetracycline resistance as a ribosomal protection protein.","tetracycline","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",8825,9607,"+","APH(3')-IIIa","1-795/795","========/======","19/40",96.73,90.11,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D19","d3b75197-b4c4-4ff4-876a-4ed13f2e9886",399,1618,"-","tet(40)","1-1221/1221","========/======","1/1",99.92,98.85,"card","AM419751.1:14210-15431","Tet40 is a tetracycline efflux pump found in the Gram-positive Clostridium. It is similar to tetA(P).","tetracycline","Clostridia"
186801,"D25","16aa4e81-ad92-4d56-8511-b09a4dc48ee4",1237,2897,"+","tet(W)","1-1668/1920","========/=====.","6/15",86.3,97.97,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D30","92a6e68e-8e89-4935-81d3-26c3c6c08ba6",8358,10275,"+","tet(W)","1-1920/1920","========/======","1/2",99.9,99.74,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D28","1e2d4516-2daa-4f5e-8b00-e08f84cc0947",831,2748,"+","tet(W)","1-1920/1920","========/======","3/4",99.84,99.17,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D28","c30d3ee8-48d0-4a08-82c7-dae1c3ff920b",6797,7726,"+","Erm(52)","1-930/930","===============","0/0",100,99.89,"card","MW269959.1:0-930","Erm(52) is an Erm ribosomal RNA methyltransferase.","lincosamide;macrolide;streptogramin","Clostridia"
186801,"D30","512fcc1d-e345-4c3b-b451-63eab8cbf90b",1810,2603,"-","APH(3')-IIIa","1-795/795","========/======","3/3",99.75,99.25,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D30","512fcc1d-e345-4c3b-b451-63eab8cbf90b",2696,3236,"-","SAT-4","1-543/543","========/======","1/2",99.63,99.45,"card","U01945.1:373-916","SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al 1994.","nucleoside","Clostridia"
186801,"D30","23726188-6ece-4e9a-ac75-99ead6e20fb7",3874,5786,"+","tet(O)","1-1920/1920","========/======","7/9",99.58,99.11,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D33","c322a692-aa87-4e53-bea2-cfc6f493906d",2393,4307,"-","tet(W)","1-1920/1920","========/======","4/9",99.64,97.5,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D31","816a2eca-5938-43fb-b803-29065d710956",5633,7551,"-","tet(O)","1-1920/1920","========/======","3/3",99.9,99.43,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D25","0eaa1826-8c85-45ac-915d-01b742348800",2432,3227,"-","APH(3')-IIIa","1-795/795","========/======","1/1",100,99.87,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D28","1e2d4516-2daa-4f5e-8b00-e08f84cc0947",831,2748,"+","tet(W)","1-1920/1920","========/======","3/4",99.84,99.17,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D20","47acc658-7110-4fc9-96e9-517e04726c89",7161,7950,"-","APH(3')-IIIa","1-795/795","========/======","15/21",98.36,93.52,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D22","252c6587-4f10-4b93-bd14-830a3675d4c3",2686,4602,"+","tet(W)","1-1920/1920","========/======","10/13",99.58,96.88,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D20","47acc658-7110-4fc9-96e9-517e04726c89",8043,8584,"-","SAT-4","1-543/543","========/======","1/1",99.82,99.45,"card","U01945.1:373-916","SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al 1994.","nucleoside","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",2446,3271,"-","aad(6)","1-831/831","========/======","4/7",99.28,87.74,"card","AY712687.1:0-831","ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis.","aminoglycoside","Clostridia"
186801,"D28","961087dc-a69a-45c2-abba-7d34b8ab3a3f",5566,6060,"+","lnuC","1-495/495","===============","0/0",100,98.79,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D30","6fbdb00e-2ed7-4ab6-8392-ffaa3b6f4007",5321,5815,"-","lnuC","1-495/495","===============","0/0",100,98.79,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",1022,1816,"-","APH(3')-IIIa","1-795/795","===============","0/0",100,99.37,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D31","dbc4997c-87dc-44ca-8bf4-8ce9b724923e",5248,6044,"-","APH(3')-IIIa","1-795/795","========/======","3/4",99.87,98.75,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D31","1635acdd-feac-41b1-88a1-258d448effbb",3165,5084,"+","tet(W)","1-1920/1920","===============","0/0",100,98.7,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D23","b6a602ce-c64c-490b-a7ce-ad3fe1ab5a38",4240,4734,"-","lnuC","1-495/495","===============","0/0",100,99.19,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D25","625a7329-e7a0-44d1-bf9a-d81823a09475",4611,6529,"+","tet(W)","1-1920/1920","========/======","2/3",99.9,99.69,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D28","961087dc-a69a-45c2-abba-7d34b8ab3a3f",5566,6060,"+","lnuC","1-495/495","===============","0/0",100,98.79,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",2446,3271,"-","aad(6)","1-831/831","========/======","4/7",99.28,87.74,"card","AY712687.1:0-831","ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis.","aminoglycoside","Clostridia"
186801,"D25","6d88746d-e5b3-4bac-aa4e-a41f64f202b4",3637,5536,"+","tet(O)","1-1920/1920","========/======","32/52",98.12,94.53,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D30","9e3d8bfc-0a95-4dd1-9146-650fab838a66",2876,3370,"-","lnuC","1-495/495","===============","0/0",100,99.19,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D31","dbc4997c-87dc-44ca-8bf4-8ce9b724923e",5248,6044,"-","APH(3')-IIIa","1-795/795","========/======","3/4",99.87,98.75,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D29","9c68d045-0b2e-465c-8b32-ac7ec99433b0",5020,5919,"-","APH(2'')-IIa","1-900/900","===============","0/0",100,99.67,"card","AF337947.1:271-1171","APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli.","aminoglycoside","Clostridia"
186801,"D26","92aa50e0-d12a-43d3-9ae7-aad31db42b13",6677,7716,"-","cfrE","5-1035/1035","========/======","18/33",98.45,94.77,"card","QUDP01000003.1:17069-16034","The gene cfr(E) is a cfr-like gene found in Clostridioides difficile isolate DF11. It confers resistance to antibiotics targeting to the 23s rRNA through hypermethylation of nucleotide A2503.","lincosamide;oxazolidinone;phenicol;pleuromutilin;streptogramin","Clostridia"
186801,"D28","6707f491-be8d-4955-bdb3-8958c5fe5b77",1572,3490,"+","tet(W)","1-1920/1920","========/======","5/5",99.84,99.58,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D19","01222ffa-5337-4dd8-8772-db6b92425b6b",3095,3589,"-","lnuC","1-495/495","===============","0/0",100,98.99,"card","AY928180.1:0-495","lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae.","lincosamide","Clostridia"
186801,"D31","816a2eca-5938-43fb-b803-29065d710956",5633,7551,"-","tet(O)","1-1920/1920","========/======","3/3",99.9,99.43,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D33","b6b09267-85c7-4f3c-a2b5-509e3ec87f04",3421,4628,"-","tet(40)","1-1221/1221","========/======","7/15",98.85,96.64,"card","AM419751.1:14210-15431","Tet40 is a tetracycline efflux pump found in the Gram-positive Clostridium. It is similar to tetA(P).","tetracycline","Clostridia"
186801,"D35","66b3631a-43c1-421c-b3a4-e022d92561b5",1011,1937,"+","Erm(52)","1-930/930","========/======","4/5",99.57,98.82,"card","MW269959.1:0-930","Erm(52) is an Erm ribosomal RNA methyltransferase.","lincosamide;macrolide;streptogramin","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",8825,9607,"+","APH(3')-IIIa","1-795/795","========/======","19/40",96.73,90.11,"card","CP004067.1:52914-53709","APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.","aminoglycoside","Clostridia"
186801,"D32","08c06f8e-1f13-4977-9dab-54a43d048f62",7681,8415,"+","ErmG","1-735/735","===============","0/0",100,99.59,"card","L42817.1:201-936","ErmG is a rRNA adenine N-6-methyltransferase that protects the ribosome from inactivation due to antibiotic binding.","lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B","Clostridia"
186801,"D35","a9126dfb-ace5-454a-a3f6-2bfd7e8a2be1",5147,7061,"+","tet(O)","1-1920/1920","========/======","4/5",99.74,99.32,"card","M18896.2:206-2126","Tet(O) is a ribosomal protection protein. It is associated with conjugative plasmids.","tetracycline","Clostridia"
186801,"D32","e1eff141-924a-4bd2-838c-417d69e72f92",1907,2449,"-","SAT-4","1-543/543","===============","0/0",100,99.82,"card","U01945.1:373-916","SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al 1994.","nucleoside","Clostridia"
186801,"D24","34f8ccbf-d979-4025-bb07-97369fa17392",11102,11944,"+","Erm(52)","1-845/930","========/=====.","2/2",90.65,99.17,"card","MW269959.1:0-930","Erm(52) is an Erm ribosomal RNA methyltransferase.","lincosamide;macrolide;streptogramin","Clostridia"
186801,"D25","d9b04e4d-c4a7-46a5-bb8e-1ecd615412b4",647,1380,"-","ErmG","1-735/735","========/======","1/1",99.86,99.32,"card","L42817.1:201-936","ErmG is a rRNA adenine N-6-methyltransferase that protects the ribosome from inactivation due to antibiotic binding.","lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B","Clostridia"
186801,"D20","7fd506d6-a174-4a38-8e0d-ec298be35bad",2346,4273,"-","tet(W)","1-1920/1920","========/======","3/8",100,97.36,"card","AJ222769.3:3686-5606","Tet(W) is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile.","tetracycline","Clostridia"
186801,"D29","49467905-776e-402b-8b67-31919f748ce5",7950,8492,"-","SAT-4","1-543/543","===============","0/0",100,99.82,"card","U01945.1:373-916","SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al 1994.","nucleoside","Clostridia"
